id_commande,id_client,date_commande,montant_total
3604,9879,2024-12-11,5269.9
3605,5940,2022-07-25,11011.08
3606,1560,2022-08-21,14659.33
3607,5469,2023-06-26,5594.13
3608,2028,2023-10-14,4975.45
3609,9444,2023-01-10,7533.99
3610,9540,2023-03-11,10584.6
3611,3794,2022-06-11,13789.12
3612,4531,2022-04-11,29855.06
3613,9015,2023-09-30,26084.03
3614,8994,2022-06-13,11493.53
3615,9050,2023-09-01,3782.06
3616,1646,2023-09-02,23324.11
3617,668,2024-04-06,9858.03
3618,6885,2023-10-01,12373.8
3619,5461,2022-07-10,13760.86
3620,853,2023-07-06,17534.16
3621,1127,2022-10-08,6756.72
3622,9639,2022-07-13,15530.03
3623,1751,2022-01-09,27845.16
3624,697,2024-09-03,11860.8
3625,5917,2024-08-18,3025.11
3626,8880,2024-04-11,13662.87
3627,4331,2022-08-07,10369.89
3628,9681,2022-11-22,1396.18
3629,1344,2023-05-23,16749.45
3630,2759,2023-11-16,17128.43
3631,9323,2023-01-15,24931.5
3632,276,2022-08-01,30746.24
3633,3579,2024-08-21,5060.14
3634,2775,2022-09-17,5414.43
3635,3910,2024-11-09,18949.91
3636,87,2024-04-15,5424.96
3637,4478,2024-12-07,29698.2
3638,8072,2023-01-20,24946.12
3639,973,2023-05-03,12099.63
3640,3458,2024-05-30,16969.43
3641,3154,2024-03-06,4302.88
3642,4796,2024-12-16,27253.18
3643,2232,2023-12-07,6381.26
3644,9680,2024-04-08,6739.33
3645,9476,2024-04-22,19680.78
3646,4414,2023-08-13,25739.42
3647,2043,2023-05-26,25378.54
3648,4178,2024-05-10,16208.34
3649,24,2024-10-16,29680.56
3650,6645,2022-08-23,8539.96
3651,4145,2023-01-27,6807.57
3652,9448,2022-09-20,15023.3
3653,9507,2023-01-13,20897.64
3654,4077,2022-09-03,10299.06
3655,659,2022-09-29,7136.44
3656,4096,2023-04-18,15977.25
3657,1183,2022-04-06,11534.91
3658,2179,2024-03-19,6161.25
3659,4531,2023-03-23,11374.0
3660,9414,2022-08-19,25778.26
3661,3444,2022-01-06,14069.92
3662,226,2022-08-15,10410.72
3663,1753,2024-04-26,7309.8
3664,3381,2023-12-01,3374.13
3665,2366,2024-07-04,28748.98
3666,2020,2022-10-29,25141.58
3667,5327,2024-01-26,21651.65
3668,6206,2024-04-21,9382.79
3669,4507,2024-11-28,5158.83
3670,3303,2024-06-27,8329.67
3671,3388,2022-10-26,15073.87
3672,5787,2024-03-08,17240.0
3673,3978,2023-01-21,16854.6
3674,8011,2024-09-30,12957.76
3675,7168,2023-07-15,13558.05
3676,4131,2022-04-11,28302.03
3677,7100,2022-01-07,41680.12
3678,2599,2024-08-07,8860.12
3679,977,2022-05-06,18324.28
3680,8590,2024-07-28,14608.4
3681,3340,2023-08-16,0.0
3682,1810,2024-04-26,21720.75
3683,2306,2023-08-12,14780.0
3684,4577,2023-08-04,21116.7
3685,6983,2022-12-29,25915.03
3686,7754,2022-01-29,8236.62
3687,1070,2024-12-20,16997.72
3688,5700,2024-07-19,5911.13
3689,3676,2023-09-13,6586.81
3690,3292,2024-07-09,13489.66
3691,7813,2023-07-19,869.45
3692,4418,2024-03-10,13288.32
3693,7871,2022-11-25,12414.0
3694,7179,2023-03-28,6978.62
3695,281,2022-10-01,2425.76
3696,7962,2023-04-26,9231.82
3697,3587,2024-02-27,9969.19
3698,2371,2024-11-09,8105.49
3699,4386,2022-08-13,2466.0
3700,8553,2024-01-30,28141.78
3701,1620,2023-06-06,10070.4
3702,8463,2023-07-11,20164.66
3703,6615,2023-09-28,12264.58
3704,1032,2022-02-11,11167.88
3705,3953,2022-08-08,10468.87
3706,4131,2023-08-03,14528.05
3707,9109,2023-05-16,28713.6
3708,2998,2024-12-21,18940.66
3709,8657,2024-10-14,22346.2
3710,2443,2022-01-07,9803.23
3711,5364,2022-02-10,7622.46
3712,9306,2024-05-09,33160.45
3713,24,2023-11-30,18106.84
3714,3169,2024-09-12,34099.55
3715,1778,2023-01-19,40380.45
3716,6961,2023-09-20,33883.52
3717,4456,2023-05-30,11892.23
3718,6586,2023-02-13,24801.83
3719,1575,2024-01-01,28100.66
3720,7731,2024-02-18,12368.26
3721,4013,2023-02-06,25388.86
3722,751,2023-10-28,17622.7
3723,5848,2023-11-20,9657.36
3724,3952,2024-08-23,14842.16
3725,5463,2024-12-26,20664.17
3726,3729,2024-10-06,23075.27
3727,9215,2024-06-01,8399.3
3728,1250,2022-02-03,17802.34
3729,9260,2022-07-31,22602.4
3730,3790,2022-10-08,19113.76
3731,719,2024-04-21,8547.38
3732,7653,2023-02-24,17806.18
3733,8766,2024-04-24,20066.56
3734,1682,2022-05-29,8585.74
3735,2224,2024-06-22,48238.1
3736,3515,2023-03-29,1092.87
3737,6077,2023-03-24,7198.3
3738,600,2022-07-18,8743.03
3739,192,2023-06-10,13189.41
3740,1971,2024-04-17,29126.7
3741,9645,2023-07-29,6111.71
3742,3426,2024-07-10,12321.87
3743,5584,2022-07-11,7506.02
3744,1947,2023-04-30,18757.73
3745,4102,2022-07-11,17958.8
3746,724,2023-05-09,11873.26
3747,4540,2024-09-01,16162.42
3748,105,2022-12-09,10777.22
3749,3545,2024-09-29,2987.62
3750,5419,2024-04-23,0.0
3751,1454,2022-07-24,10367.18
3752,9550,2024-10-28,21070.3
3753,9432,2023-04-15,7965.27
3754,2,2023-07-23,8970.4
3755,5718,2024-05-24,16315.25
3756,7412,2024-01-01,16660.2
3757,441,2022-12-03,27182.25
3758,9367,2022-07-19,11952.38
3759,4510,2022-02-13,33989.01
3760,2820,2023-01-30,6179.58
3761,3838,2022-11-18,16664.95
3762,2940,2022-04-03,16289.3
3763,3426,2023-02-06,4529.34
3764,2173,2023-02-09,7710.45
3765,7551,2023-08-28,33034.04
3766,7365,2022-05-06,2957.79
3767,2204,2023-04-08,3710.72
3768,1932,2022-03-06,16758.97
3769,6008,2023-02-23,8120.04
3770,7075,2023-09-06,21187.31
3771,1037,2022-11-12,8738.19
3772,7762,2022-11-22,3745.3
3773,125,2024-02-14,7842.1
3774,6137,2022-12-17,25519.35
3775,8734,2022-03-13,20578.93
3776,6888,2022-12-25,6967.27
3777,1390,2022-08-11,17953.83
3778,3470,2022-11-19,33369.01
3779,2519,2022-05-30,11014.64
3780,1777,2024-04-30,14901.7
3781,3757,2024-06-09,21697.17
3782,4361,2022-12-07,169.86
3783,9094,2024-12-01,6848.37
3784,9695,2024-12-23,11704.13
3785,7423,2023-11-07,21610.34
3786,9737,2022-11-19,15510.68
3787,9295,2024-12-27,13635.61
3788,7358,2023-03-18,49588.23
3789,2821,2024-05-20,16945.66
3790,4575,2024-06-30,10245.76
3791,4264,2023-10-09,21083.79
3792,329,2023-03-15,16478.4
3793,6649,2023-02-06,13650.99
3794,6153,2023-08-29,17911.69
3795,1492,2024-08-10,9811.87
3796,2078,2022-08-25,27098.8
3797,3765,2022-04-21,18617.04
3798,1855,2024-12-28,18577.43
3799,6466,2024-09-08,6933.82
3800,866,2022-10-04,38943.63
3801,2946,2024-11-26,7419.8
3802,2072,2023-04-20,10049.74
3803,832,2023-05-08,18533.77
3804,9944,2024-11-07,8691.47
3805,3957,2022-06-01,11637.75
3806,5557,2022-06-21,36623.91
3807,8808,2024-12-11,9465.13
3808,4255,2022-07-11,19923.43
3809,5441,2023-06-19,26631.61
3810,2922,2022-10-06,11526.64
3811,7008,2022-04-01,19718.7
3812,3364,2024-10-01,12599.62
3813,3613,2022-10-14,15282.1
3814,8487,2022-07-03,12910.85
3815,7248,2022-10-30,7303.08
3816,6917,2022-05-27,8825.69
3817,5274,2022-06-14,8844.45
3818,2698,2024-08-01,12059.95
3819,5533,2023-07-20,22769.17
3820,543,2022-03-03,11567.09
3821,448,2022-01-24,2235.6
3822,498,2022-02-19,1025.82
3823,5284,2022-06-21,3138.92
3824,9599,2022-12-04,9433.16
3825,1354,2022-06-16,16725.26
3826,7878,2023-01-25,4906.35
3827,7193,2022-07-21,9519.87
3828,938,2024-01-31,10478.87
3829,2454,2022-02-22,4831.64
3830,5126,2023-12-25,21203.1
3831,1887,2024-02-16,14696.95
3832,4750,2024-10-29,32047.98
3833,4274,2023-08-22,11802.28
3834,1394,2022-11-23,7663.43
3835,9837,2022-10-30,21689.4
3836,4706,2024-09-03,18645.2
3837,8557,2024-10-02,12599.95
3838,2468,2022-06-06,18125.86
3839,4735,2022-12-26,23352.58
3840,696,2024-10-23,25112.45
3841,6217,2023-10-06,4644.07
3842,662,2024-08-18,9368.38
3843,7122,2024-11-04,10853.14
3844,431,2024-08-15,17798.24
3845,9818,2022-04-01,7779.91
3846,46,2022-04-11,5015.43
3847,4025,2023-06-20,16198.72
3848,5659,2024-02-13,5172.24
3849,1454,2023-12-01,11664.68
3850,8453,2024-01-11,8395.48
3851,8685,2023-07-18,12760.66
3852,6639,2022-11-04,18492.77
3853,9225,2024-02-13,21142.5
3854,3864,2022-09-09,11255.72
3855,2446,2024-04-25,28448.81
3856,8384,2023-07-06,15610.87
3857,5270,2023-04-12,32250.44
3858,803,2024-01-27,13735.11
3859,5082,2024-01-20,3950.97
3860,9451,2022-12-15,15828.51
3861,687,2024-02-08,7757.18
3862,7697,2022-03-22,28367.37
3863,6664,2022-04-19,21033.99
3864,3939,2023-03-02,7388.3
3865,9865,2024-04-20,7342.94
3866,5818,2024-07-31,23277.59
3867,8616,2022-02-04,12230.79
3868,2061,2023-01-14,1904.52
3869,995,2022-05-13,12964.29
3870,770,2023-07-03,5440.49
3871,6418,2022-09-08,9084.26
3872,8661,2023-06-02,12779.23
3873,9107,2022-09-12,19078.95
3874,82,2024-12-19,22727.95
3875,4238,2023-06-20,23989.83
3876,8970,2022-12-30,15868.36
3877,8167,2024-08-28,13696.39
3878,8449,2023-05-25,8720.76
3879,6195,2023-02-02,16208.21
3880,8657,2023-01-20,17075.68
3881,6549,2022-05-12,920.02
3882,3969,2023-07-03,10366.7
3883,1074,2022-11-14,14847.34
3884,6555,2022-10-17,22286.66
3885,2800,2023-08-28,12155.04
3886,9363,2024-12-04,8519.09
3887,6679,2023-09-22,1308.06
3888,2599,2023-09-02,6283.06
3889,3977,2022-02-12,5079.54
3890,2139,2024-05-09,13686.08
3891,8657,2024-01-25,10374.77
3892,3505,2024-06-01,12933.41
3893,5073,2022-08-02,19546.87
3894,1347,2023-05-31,6826.28
3895,669,2024-08-04,3292.26
3896,4778,2024-03-10,21005.31
3897,2567,2024-03-09,12304.64
3898,6123,2023-12-28,19008.68
3899,694,2023-08-19,10987.15
3900,6608,2023-01-18,14967.86
3901,6047,2023-04-15,15196.78
3902,8905,2023-11-28,6918.93
3903,4815,2023-01-18,23327.43
3904,382,2023-01-28,17481.2
3905,7698,2022-06-23,16309.57
3906,5042,2024-02-12,12473.6
3907,4585,2024-04-22,20196.53
3908,8405,2023-08-19,12629.58
3909,8278,2024-12-22,11754.24
3910,3701,2022-02-16,8315.5
3911,6036,2022-08-12,23894.15
3912,9111,2023-05-10,8976.96
3913,8500,2024-10-22,5670.64
3914,4513,2023-01-01,11896.72
3915,2200,2023-11-11,15097.1
3916,9996,2024-08-11,6505.6
3917,5570,2022-05-07,1314.82
3918,4747,2022-03-18,24209.01
3919,4774,2022-04-28,15326.91
3920,3353,2023-05-05,19432.72
3921,3424,2023-03-19,16324.66
3922,3184,2023-12-29,22760.32
3923,4223,2024-12-13,15427.9
3924,2002,2023-10-08,10405.22
3925,3636,2024-03-19,8113.2
3926,1675,2022-10-17,16637.95
3927,1550,2022-07-04,7068.95
3928,8622,2024-07-20,18741.19
3929,2028,2024-08-13,13114.18
3930,9937,2022-04-09,21201.35
3931,3951,2023-02-11,8183.18
3932,3244,2022-07-07,14180.34
3933,3552,2024-10-05,20579.34
3934,6636,2022-10-03,19540.49
3935,3699,2023-10-24,8216.08
3936,6663,2022-03-22,7537.93
3937,1259,2022-03-13,4556.25
3938,8273,2022-06-21,21096.3
3939,5365,2024-10-14,21782.98
3940,1562,2024-03-08,4174.76
3941,8204,2024-08-03,13923.22
3942,9053,2024-04-13,8117.89
3943,138,2024-12-10,5912.4
3944,3029,2022-01-22,14470.22
3945,436,2023-03-04,27128.41
3946,9603,2022-03-02,13886.65
3947,5482,2022-08-07,37448.58
3948,1836,2024-04-29,6560.79
3949,9785,2022-09-19,31923.14
3950,215,2024-12-08,19067.75
3951,6182,2023-05-16,6764.68
3952,7738,2023-11-15,21668.94
3953,4324,2024-10-15,27040.48
3954,9767,2023-08-04,19429.57
3955,6808,2022-09-03,13232.38
3956,3502,2022-01-07,26336.24
3957,6028,2024-03-13,24154.43
3958,2195,2023-12-10,9994.74
3959,1250,2022-04-29,20688.09
3960,9891,2023-09-30,13128.9
3961,2019,2022-05-26,15210.69
3962,9422,2024-12-13,19308.45
3963,1784,2023-08-11,5485.64
3964,3701,2023-08-22,5310.26
3965,6505,2023-04-19,10233.09
3966,7821,2024-12-21,6172.3
3967,433,2023-12-04,12245.64
3968,6673,2022-10-13,19343.43
3969,2796,2023-02-03,31734.34
3970,3533,2022-11-19,6666.17
3971,2423,2024-11-01,42371.35
3972,3935,2022-05-31,20494.65
3973,4506,2024-07-13,21884.39
3974,5533,2023-11-18,10323.78
3975,1258,2024-05-06,6960.06
3976,4181,2022-07-08,6192.03
3977,4817,2022-03-16,9533.3
3978,8515,2022-09-24,24331.16
3979,703,2024-04-14,24816.14
3980,349,2024-01-22,10305.61
3981,3894,2023-11-23,12314.06
3982,6480,2024-10-05,13683.2
3983,7134,2024-05-27,12040.19
3984,8509,2022-04-05,40409.73
3985,1909,2022-07-16,17133.99
3986,6989,2022-09-21,16890.01
3987,691,2022-02-06,13093.07
3988,908,2023-01-31,12974.41
3989,3329,2024-12-01,42464.79
3990,6400,2024-01-10,7639.7
3991,9953,2024-03-25,13057.33
3992,447,2022-07-01,0.0
3993,2524,2024-03-02,6513.32
3994,1191,2024-07-22,0.0
3995,3488,2023-10-19,16207.49
3996,2876,2022-07-24,12344.61
3997,4162,2023-03-24,10861.04
3998,5830,2023-11-29,33618.83
3999,7042,2022-04-17,8985.04
4000,9016,2024-11-08,6403.96
4001,7148,2023-01-11,20335.68
4002,7953,2022-08-11,30282.43
4003,6955,2024-09-20,28971.94
4004,3455,2022-10-20,14829.06
4005,4322,2024-12-10,10286.94
4006,661,2023-08-18,22212.01
4007,3967,2022-08-26,5576.48
4008,9086,2023-09-15,3784.68
4009,8648,2022-01-11,14394.72
4010,3180,2024-07-05,23222.67
4011,4890,2023-12-03,12416.99
4012,7814,2023-05-02,7901.92
4013,2237,2024-12-18,24439.15
4014,756,2024-04-14,12883.64
4015,3830,2023-03-11,11791.7
4016,2034,2024-02-06,21125.48
4017,1679,2022-04-20,27986.32
4018,7398,2024-01-29,3903.64
4019,9924,2022-02-06,7940.29
4020,8314,2022-04-08,24342.99
4021,9249,2024-01-25,13002.58
4022,4741,2022-05-13,18495.91
4023,9406,2023-08-09,17867.27
4024,259,2023-01-08,25282.41
4025,4182,2024-07-16,25061.84
4026,6601,2022-12-06,26444.08
4027,9384,2024-05-11,10002.08
4028,4857,2024-02-09,7356.4
4029,1469,2024-07-23,7570.76
4030,4843,2024-12-05,7038.07
4031,8770,2022-10-25,14532.3
4032,9491,2024-01-20,15734.17
4033,9319,2024-02-26,11098.86
4034,2408,2023-05-24,7309.17
4035,9263,2023-11-08,14273.66
4036,4824,2022-07-30,14787.53
4037,8200,2022-02-13,22557.97
4038,9331,2023-09-27,22752.07
4039,2870,2023-02-03,19318.45
4040,1776,2023-01-25,11758.42
4041,3655,2023-01-14,13175.2
4042,2315,2023-08-26,9787.09
4043,6623,2024-05-30,9376.92
4044,6682,2022-04-23,20635.06
4045,9141,2022-02-17,15470.17
4046,2540,2024-08-26,18991.6
4047,1929,2024-03-26,10028.81
4048,6844,2024-07-25,5458.34
4049,7242,2022-03-04,9589.53
4050,3538,2022-12-23,15701.77
4051,9203,2023-09-26,2738.12
4052,8520,2023-04-13,13828.9
4053,5338,2023-03-28,19535.84
4054,3998,2024-01-11,22361.71
4055,2270,2024-12-01,13246.39
4056,4665,2022-02-05,3768.52
4057,5648,2022-01-07,21418.7
4058,1931,2024-04-14,9989.28
4059,9278,2022-10-19,8714.48
4060,5593,2024-06-08,11768.53
4061,8999,2022-03-03,14530.84
4062,6656,2022-10-29,20328.86
4063,8922,2024-01-05,4443.23
4064,7114,2022-10-28,21592.44
4065,1532,2023-06-29,984.0
4066,9387,2024-02-23,7915.34
4067,5648,2024-02-14,8255.54
4068,1193,2024-04-13,16311.51
4069,245,2023-03-20,24413.37
4070,6979,2024-09-13,10664.61
4071,2388,2022-07-21,13522.67
4072,8660,2023-01-25,7255.82
4073,9364,2023-10-05,15749.71
4074,1970,2023-11-21,13394.23
4075,3147,2023-05-31,8934.43
4076,6532,2023-07-01,7836.8
4077,3943,2022-11-02,13958.43
4078,8340,2023-09-29,9752.0
4079,665,2023-07-11,13138.61
4080,2691,2022-03-02,14401.93
4081,3666,2024-09-06,6852.65
4082,107,2022-01-03,15774.13
4083,7115,2024-11-18,4391.19
4084,6379,2024-03-11,21997.28
4085,904,2022-05-09,9647.7
4086,6344,2022-08-28,8089.79
4087,3311,2024-10-28,13703.73
4088,1331,2022-06-03,4213.71
4089,5487,2023-01-31,12550.44
4090,786,2022-02-22,12571.13
4091,6148,2022-05-16,5731.34
4092,918,2024-12-16,1502.81
4093,1313,2023-07-26,3040.2
4094,9938,2023-08-24,10384.84
4095,5266,2022-05-30,6431.93
4096,7425,2022-04-22,10966.3
4097,2904,2024-04-15,11529.19
4098,3210,2024-12-04,3400.35
4099,6737,2024-06-26,17040.05
4100,825,2022-10-22,2750.32
4101,3613,2024-01-25,20347.19
4102,4426,2023-07-28,30825.42
4103,8115,2022-02-04,19173.14
4104,7254,2024-06-21,7447.81
4105,6402,2023-07-31,4619.96
4106,954,2022-11-29,6791.4
4107,2290,2024-07-08,13327.26
4108,6745,2024-04-05,8629.78
4109,9770,2022-09-24,13143.24
4110,5646,2022-10-08,16844.81
4111,9101,2022-02-09,11837.05
4112,8063,2022-07-08,2609.04
4113,6300,2024-08-29,9088.33
4114,2638,2022-04-08,27024.6
4115,4318,2022-05-17,24490.46
4116,6510,2022-02-16,17547.68
4117,8742,2024-12-09,7782.22
4118,1101,2023-06-23,11305.68
4119,3252,2023-02-04,17453.55
4120,7437,2023-02-20,7849.77
4121,1462,2023-04-21,3108.0
4122,5148,2022-09-29,7210.48
4123,2806,2024-01-03,13035.26
4124,5649,2023-02-19,20376.05
4125,1782,2024-04-01,8454.88
4126,8925,2024-08-14,11874.58
4127,7607,2022-06-12,14713.07
4128,3358,2022-01-22,5072.92
4129,1666,2022-12-03,12078.92
4130,9879,2022-06-10,35254.61
4131,8,2022-12-01,18752.61
4132,1846,2024-02-17,28263.4
4133,6913,2023-03-25,16802.33
4134,8410,2023-05-03,15443.36
4135,2169,2023-10-13,21533.58
4136,8123,2024-08-15,9419.94
4137,6161,2023-12-08,4476.52
4138,3120,2022-09-06,18302.0
4139,7332,2023-03-23,20747.74
4140,8933,2022-06-02,16768.95
4141,5032,2023-08-31,17508.87
4142,9709,2023-06-26,7820.07
4143,2764,2022-04-11,23555.63
4144,783,2023-10-24,6520.34
4145,6482,2022-10-16,15369.87
4146,8361,2023-08-26,29182.75
4147,1549,2022-03-30,6458.62
4148,4513,2024-06-02,9885.71
4149,867,2023-08-07,13178.91
4150,7402,2023-04-30,11204.37
4151,4099,2023-02-24,28803.75
4152,6527,2022-07-28,6132.96
4153,8753,2024-08-21,12945.05
4154,2323,2022-08-10,18895.95
4155,8187,2024-08-06,19361.79
4156,2791,2024-11-17,19638.73
4157,1232,2023-01-18,21212.68
4158,2646,2022-01-29,21983.42
4159,8054,2022-07-08,4398.18
4160,1677,2023-01-09,18549.38
4161,4278,2023-02-01,7850.76
4162,6880,2024-11-29,12059.63
4163,9381,2022-12-18,15194.3
4164,8050,2023-11-28,12980.8
4165,3832,2024-06-15,17925.07
4166,3796,2024-05-22,14361.55
4167,1884,2023-05-13,750.23
4168,2904,2024-11-21,19007.54
4169,6692,2023-10-15,2447.02
4170,5546,2022-03-01,18542.12
4171,9379,2023-04-14,23092.9
4172,376,2024-07-09,12016.65
4173,9644,2024-10-06,5572.91
4174,6600,2024-05-27,8271.88
4175,7432,2022-09-01,1406.84
4176,1001,2024-09-06,18357.77
4177,8135,2024-04-04,8339.52
4178,6637,2023-04-29,19937.64
4179,2401,2024-11-27,13939.11
4180,5982,2022-02-01,38478.04
4181,6163,2022-01-05,10544.59
4182,1383,2022-10-22,28041.35
4183,2957,2022-12-17,6909.26
4184,5723,2023-04-04,8616.9
4185,2609,2023-11-03,15616.49
4186,6445,2022-06-26,12323.25
4187,244,2024-01-20,38143.42
4188,8833,2023-11-18,15545.18
4189,1719,2024-07-05,9477.7
4190,6635,2023-06-27,2096.6
4191,1194,2022-11-04,10814.4
4192,2855,2024-12-06,14300.14
4193,9350,2022-05-29,7200.26
4194,5364,2022-10-12,2506.11
4195,7483,2024-03-25,15194.14
4196,9135,2022-03-22,15159.04
4197,4400,2024-12-30,7988.42
4198,7045,2023-04-27,21691.46
4199,8958,2023-08-15,34677.22
4200,2595,2022-02-03,18412.21
4201,620,2022-09-17,10773.0
4202,556,2023-11-09,7653.18
4203,8885,2023-04-16,27200.91
4204,9802,2024-06-06,13516.19
4205,8313,2023-05-29,32757.43
4206,2130,2023-08-21,28242.6
4207,9923,2023-09-03,18611.06
4208,9990,2023-11-23,30942.0
4209,9070,2024-11-14,5169.17
4210,1377,2022-05-16,18244.74
4211,5682,2023-08-04,19835.8
4212,8941,2024-07-14,9649.37
4213,7502,2024-11-05,6537.36
4214,7232,2022-03-15,27914.13
4215,5849,2022-07-07,4771.87
4216,3855,2023-01-02,2553.74
4217,7334,2024-04-02,25502.36
4218,7826,2024-03-10,22545.37
4219,8836,2023-02-06,22523.2
4220,430,2023-01-18,26228.34
4221,4504,2024-07-14,13593.3
4222,1278,2024-02-19,12562.78
4223,7560,2022-05-11,9932.98
4224,8720,2024-10-10,12631.12
4225,6300,2024-10-05,21805.04
4226,9415,2022-11-04,599.19
4227,8288,2024-06-12,2736.56
4228,2522,2024-10-15,15639.04
4229,5245,2022-09-23,19017.09
4230,9451,2024-11-23,8612.58
4231,8093,2023-02-06,30352.28
4232,8719,2022-03-20,12059.42
4233,8592,2023-10-14,11464.2
4234,6531,2022-01-02,8487.5
4235,3891,2023-01-17,15803.19
4236,850,2024-01-26,5925.66
4237,490,2023-07-06,8815.49
4238,6393,2024-01-09,10012.33
4239,5438,2024-02-20,23600.05
4240,9326,2024-07-24,17209.26
4241,502,2022-03-20,15167.05
4242,2752,2022-09-13,18941.7
4243,8877,2023-07-27,12579.43
4244,5614,2022-12-27,20148.36
4245,4397,2024-02-07,0.0
4246,2991,2023-05-30,9138.11
4247,6442,2024-12-08,46609.11
4248,9726,2024-08-01,20039.47
4249,3214,2024-03-18,16537.78
4250,5784,2022-10-15,20532.33
4251,3043,2023-08-26,14707.63
4252,2181,2023-05-21,25155.95
4253,9439,2024-12-26,3891.96
4254,6413,2023-07-06,22202.38
4255,3188,2023-04-01,22960.89
4256,5574,2022-07-31,12067.06
4257,2694,2024-04-09,4756.83
4258,1305,2023-06-18,13188.06
4259,3058,2023-11-03,3342.29
4260,5536,2024-12-27,22179.16
4261,2915,2024-09-16,7652.69
4262,6375,2023-12-05,7638.27
4263,9429,2022-12-10,10445.06
4264,6614,2022-12-18,2274.92
4265,3642,2023-03-30,12559.7
4266,8680,2023-12-05,21875.23
4267,1675,2024-01-28,15293.64
4268,8266,2023-04-03,2135.91
4269,9174,2022-08-06,10745.31
4270,6050,2024-03-12,0.0
4271,421,2024-01-20,5661.74
4272,8503,2024-09-29,21296.31
4273,6329,2023-06-23,18805.54
4274,257,2023-10-27,5621.77
4275,7992,2023-10-19,21776.95
4276,4288,2023-08-12,30349.45
4277,125,2023-04-05,5129.77
4278,5024,2023-02-02,15245.61
4279,8394,2022-09-03,16423.28
4280,1855,2022-06-02,13639.51
4281,9815,2024-09-12,7257.87
4282,2701,2024-09-18,130.82
4283,3263,2022-04-07,21299.73
4284,5466,2024-12-04,20461.62
4285,4410,2023-04-29,36449.16
4286,1410,2022-03-19,18020.92
4287,3444,2024-01-16,18271.42
4288,5040,2024-03-18,26806.38
4289,5329,2022-06-30,25114.98
4290,7434,2023-08-25,14482.23
4291,5354,2022-08-09,15451.37
4292,3315,2023-11-03,27958.46
4293,3549,2022-08-08,3241.4
4294,5999,2022-12-22,20591.89
4295,6873,2023-03-16,26505.03
4296,8594,2024-09-01,18318.02
4297,3902,2022-07-19,41220.17
4298,7330,2024-05-22,12522.48
4299,751,2023-10-12,14809.69
4300,4355,2022-02-02,14159.89
4301,1788,2022-11-03,28862.01
4302,1428,2023-08-04,3741.53
4303,5798,2022-03-14,14580.24
4304,7482,2022-12-30,28742.48
4305,8671,2024-02-24,21950.24
4306,9695,2022-09-07,12034.06
4307,7748,2024-12-08,12917.02
4308,9914,2022-05-04,33965.54
4309,7832,2022-09-27,15049.36
4310,4452,2022-01-14,11617.78
4311,2127,2024-01-10,14982.15
4312,8426,2023-04-27,7859.16
4313,9140,2024-12-14,13316.33
4314,6590,2023-12-15,15227.85
4315,2243,2022-11-30,7835.47
4316,9133,2023-11-09,16898.96
4317,6818,2024-05-26,15018.2
4318,5316,2022-04-30,9865.29
4319,6808,2024-11-03,15310.8
4320,8830,2024-07-10,7752.16
4321,4580,2024-06-24,17725.32
4322,2746,2023-09-04,20703.84
4323,8073,2022-10-11,3969.03
4324,8360,2023-11-23,3452.86
4325,4582,2023-11-22,14241.36
4326,9640,2023-11-27,5097.16
4327,5960,2024-05-14,12710.56
4328,4720,2023-10-12,10329.85
4329,8226,2022-12-31,22236.36
4330,4990,2022-09-21,12401.2
4331,1360,2022-09-01,17433.73
4332,5445,2024-05-26,28682.36
4333,2231,2022-02-22,21282.05
4334,646,2022-01-13,25678.42
4335,2555,2022-03-29,11418.39
4336,6104,2023-09-21,24241.54
4337,9607,2023-04-16,6702.21
4338,1192,2023-04-21,11302.01
4339,2149,2023-04-30,6210.47
4340,5341,2022-08-26,23751.23
4341,1135,2023-10-12,13247.15
4342,92,2023-03-03,15628.56
4343,5570,2023-10-26,17973.16
4344,554,2024-09-11,9219.53
4345,3344,2024-12-04,19459.33
4346,9103,2024-05-21,5489.46
4347,1645,2023-01-09,17192.19
4348,4969,2023-08-05,13869.74
4349,8517,2023-08-06,23415.57
4350,6277,2024-12-10,4474.65
4351,9609,2024-03-01,25223.49
4352,2361,2024-10-01,16669.06
4353,3639,2024-10-20,18735.21
4354,7357,2024-05-16,5608.44
4355,4796,2024-06-22,34431.67
4356,2453,2024-04-26,3375.64
4357,2126,2022-01-14,2607.14
4358,8443,2024-01-21,6093.36
4359,6043,2022-12-10,8973.05
4360,3427,2023-08-13,12575.71
4361,8616,2022-05-23,24728.78
4362,2833,2023-03-24,13000.65
4363,2191,2022-08-05,4868.63
4364,1031,2023-01-25,11891.25
4365,3280,2022-09-16,23520.96
4366,117,2022-10-21,5992.14
4367,1518,2023-09-17,2242.6
4368,6180,2022-05-01,11278.31
4369,1473,2022-01-17,16418.17
4370,4010,2024-11-30,13626.8
4371,4300,2024-04-30,10358.46
4372,2624,2024-09-29,18259.13
4373,9057,2023-02-22,17420.12
4374,5653,2024-08-06,18048.9
4375,8725,2022-02-19,7117.42
4376,7728,2022-12-05,17035.71
4377,8499,2024-04-07,3411.57
4378,7472,2022-06-28,20553.85
4379,2961,2022-12-29,9912.05
4380,7866,2023-12-18,22444.09
4381,5257,2024-08-08,5866.86
4382,5951,2023-06-18,15711.29
4383,7928,2023-06-29,6592.52
4384,6209,2022-10-05,31102.14
