id_ligne,id_commande,id_produit,quantite,prix_unitaire
15282,14161,137,5,1691.09
15283,472,473,5,1593.97
15284,8213,44,2,410.92
15285,12159,456,3,1967.05
15286,15852,72,3,1783.82
15287,13936,105,2,289.82
15288,1099,389,2,112.52
15289,9913,174,5,1535.8
15290,9350,426,1,1357.08
15291,19235,337,3,376.5
15292,6275,22,5,1147.96
15293,18695,477,3,1235.72
15294,8091,328,4,423.78
15295,13468,216,3,930.9
15296,16156,441,1,1822.07
15297,10904,159,4,973.04
15298,3189,407,5,952.26
15299,18714,205,1,800.84
15300,7370,385,1,1092.26
15301,14309,306,3,634.28
15302,15756,355,1,750.23
15303,15445,64,2,1279.3
15304,622,382,5,1278.19
15305,959,451,2,388.56
15306,16662,246,5,63.91
15307,10490,82,4,454.06
15308,4372,371,3,1594.23
15309,10179,491,1,874.26
15310,13648,289,3,1440.93
15311,6280,449,3,1880.9
15312,2403,256,1,53.81
15313,15244,64,1,1279.3
15314,18155,261,2,1773.41
15315,4686,40,2,212.42
15316,3930,228,2,1288.58
15317,7587,193,1,1726.31
15318,6692,65,5,1704.8
15319,1241,11,1,1116.95
15320,3437,308,3,477.84
15321,19921,451,3,388.56
15322,140,268,4,1270.69
15323,8281,318,3,1776.5
15324,1002,112,2,1585.07
15325,8329,212,4,213.62
15326,954,189,4,916.25
15327,14707,104,4,1311.83
15328,8739,58,3,974.28
15329,1972,485,2,1457.26
15330,6004,199,5,102.98
15331,11414,218,2,1323.46
15332,158,320,3,432.18
15333,16704,429,3,968.04
15334,12857,41,5,1195.06
15335,1840,77,5,478.42
15336,16723,77,2,478.42
15337,18450,257,5,1715.03
15338,9573,99,4,1656.04
15339,15382,439,2,1216.5
15340,3403,38,5,1494.01
15341,6699,324,1,518.29
15342,18183,498,3,1231.75
15343,2798,360,4,433.46
15344,10264,335,2,458.01
15345,1093,497,5,934.53
15346,15691,85,1,1888.96
15347,8480,257,4,1715.03
15348,17646,51,5,1396.79
15349,4865,28,3,616.87
15350,2322,65,5,1704.8
15351,4546,170,1,1747.33
15352,13601,435,5,472.51
15353,18213,331,2,418.75
15354,5825,33,3,199.24
15355,9025,188,4,1584.18
15356,18297,329,4,670.01
15357,7062,43,3,1935.1
15358,13420,488,5,580.13
15359,15988,393,1,186.46
15360,9045,381,1,1955.62
15361,3194,187,1,400.5
15362,13735,362,4,1426.0
15363,19130,174,3,1535.8
15364,6527,313,2,69.29
15365,2813,275,1,1539.99
15366,3539,348,2,625.34
15367,9430,426,4,1357.08
15368,8209,337,5,376.5
15369,18209,25,4,128.85
15370,17651,446,5,1049.38
15371,19649,320,1,432.18
15372,16367,28,4,616.87
15373,16140,121,1,1946.69
15374,18932,288,2,260.61
15375,5456,476,2,155.44
15376,5905,270,2,1604.58
15377,3961,326,1,1762.86
15378,4525,61,3,1726.6
15379,4922,101,3,1826.42
15380,17237,157,1,1937.66
15381,15000,364,1,599.6
15382,18555,121,2,1946.69
15383,5339,170,4,1747.33
15384,2966,225,4,1411.94
15385,19660,48,5,947.32
15386,11631,22,4,1147.96
15387,10035,56,5,1692.07
15388,14907,357,4,1305.13
15389,7380,67,1,1000.62
15390,7112,203,1,444.99
15391,15715,462,1,1828.6
15392,9528,297,5,337.45
15393,14873,20,2,1049.67
15394,14826,427,5,949.65
15395,8659,398,3,808.54
15396,12241,243,4,1626.41
15397,15276,491,4,874.26
15398,7039,61,3,1726.6
15399,3944,360,2,433.46
15400,3291,365,5,1894.34
15401,5645,317,5,435.76
15402,6872,96,2,1355.5
15403,7455,300,3,512.91
15404,16130,399,5,1747.38
15405,1180,422,1,102.1
15406,1619,181,1,1165.39
15407,14022,225,1,1411.94
15408,11827,426,4,1357.08
15409,13255,108,4,609.18
15410,17452,357,3,1305.13
15411,14103,265,5,1624.96
15412,2017,407,1,952.26
15413,1160,297,5,337.45
15414,19607,252,2,556.27
15415,8625,274,2,1562.71
15416,1555,142,3,505.98
15417,351,454,3,769.51
15418,16129,109,2,568.73
15419,13399,325,4,1885.27
15420,6505,31,3,1691.0
15421,13623,78,3,1714.23
15422,19441,227,2,1240.37
15423,4251,438,2,1396.18
15424,15633,13,5,518.16
15425,3084,487,3,606.44
15426,10186,82,5,454.06
15427,16906,129,3,1767.9
15428,17737,459,2,682.49
15429,3060,490,4,786.55
15430,240,148,5,209.8
15431,12710,390,1,102.34
15432,3554,97,2,1608.02
15433,275,455,4,851.64
15434,15151,88,4,746.24
15435,4512,305,2,1153.89
15436,16558,234,3,1795.77
15437,1790,475,3,718.32
15438,11731,120,2,1809.9
15439,17351,72,3,1783.82
15440,17763,190,5,674.84
15441,2022,72,3,1783.82
15442,15051,208,5,844.61
15443,19077,356,5,1693.08
15444,12279,263,5,925.28
15445,6302,309,4,1401.78
15446,5074,178,1,805.11
15447,954,275,5,1539.99
15448,13794,224,3,186.37
15449,2817,238,2,748.03
15450,17902,357,5,1305.13
15451,10573,351,3,929.74
15452,2999,478,5,677.19
15453,18497,189,3,916.25
15454,7548,307,3,254.45
15455,11350,104,3,1311.83
15456,11348,87,2,1998.56
15457,17200,380,3,1581.45
15458,5546,57,3,217.88
15459,13458,446,1,1049.38
15460,2527,470,1,514.22
15461,1901,498,3,1231.75
15462,11368,305,4,1153.89
15463,18625,382,3,1278.19
15464,6054,88,2,746.24
15465,9043,54,2,1725.07
15466,4784,157,2,1937.66
15467,13562,354,2,911.29
15468,16654,315,5,908.8
15469,19756,381,2,1955.62
15470,12317,163,1,1069.42
15471,11443,212,3,213.62
15472,9082,183,4,425.23
15473,231,116,3,1551.8
15474,13237,196,1,406.2
15475,16152,99,5,1656.04
15476,12331,414,3,1776.81
15477,2108,246,4,63.91
15478,11104,240,1,916.93
15479,15848,230,5,460.72
15480,8702,298,1,718.66
15481,5637,2,1,778.44
15482,6234,67,3,1000.62
15483,16785,335,4,458.01
15484,12332,100,4,255.55
15485,1019,91,1,272.24
15486,13504,394,5,1061.14
15487,16988,244,1,1961.23
15488,18447,34,2,259.88
15489,14269,214,4,1103.86
15490,3595,475,4,718.32
15491,7119,284,2,934.15
15492,7043,106,4,1940.79
15493,19802,252,1,556.27
15494,7002,447,1,1146.01
15495,5231,325,4,1885.27
15496,2321,341,3,573.25
15497,2893,111,2,1518.75
15498,4777,222,5,1689.33
15499,1311,48,5,947.32
15500,16025,472,2,592.35
15501,13774,126,4,920.07
15502,12290,425,2,273.63
15503,15787,394,3,1061.14
15504,5267,25,5,128.85
15505,13107,25,1,128.85
15506,5849,53,5,422.06
15507,3632,470,2,514.22
15508,9836,423,1,720.13
15509,13245,330,3,1845.98
15510,8884,331,4,418.75
15511,13385,444,5,480.11
15512,17616,81,3,1609.52
15513,17868,308,2,477.84
15514,4345,101,1,1826.42
15515,14659,500,3,351.71
15516,17674,362,3,1426.0
15517,16539,241,3,1528.92
15518,3696,192,2,902.18
15519,429,399,2,1747.38
15520,3158,154,4,1393.58
15521,12256,499,3,316.48
15522,16952,498,5,1231.75
15523,807,407,4,952.26
15524,2794,483,4,510.8
15525,9974,251,2,300.08
15526,16858,123,4,1457.02
15527,13911,320,3,432.18
15528,15995,58,5,974.28
15529,6857,465,3,91.37
15530,9204,316,5,135.61
15531,17353,181,4,1165.39
15532,9638,238,2,748.03
15533,11620,188,2,1584.18
15534,13904,162,3,770.69
15535,10290,201,1,855.0
15536,11168,301,2,873.02
15537,6210,104,5,1311.83
15538,19016,377,2,489.71
15539,10485,56,4,1692.07
15540,19150,63,2,149.3
15541,817,214,5,1103.86
15542,7396,53,2,422.06
15543,19475,72,5,1783.82
15544,11225,18,2,1812.28
15545,8374,418,1,286.4
15546,6317,459,3,682.49
15547,1201,256,1,53.81
15548,12814,239,1,293.29
15549,11680,45,3,1749.65
15550,5176,441,3,1822.07
15551,18010,376,4,1630.28
15552,5959,58,4,974.28
15553,1266,8,5,1897.47
15554,15376,474,5,1513.57
15555,2217,100,2,255.55
15556,19192,461,1,181.65
15557,3079,432,1,1092.57
15558,3700,399,5,1747.38
15559,5855,494,4,1529.77
15560,19852,279,3,637.87
15561,2009,189,5,916.25
15562,4585,252,2,556.27
15563,9166,390,3,102.34
15564,19735,313,5,69.29
15565,12598,182,5,1308.06
15566,17984,299,5,1059.48
15567,19122,474,2,1513.57
15568,1899,281,3,151.8
15569,17178,407,2,952.26
15570,8787,390,3,102.34
15571,10892,465,1,91.37
15572,6175,321,1,1825.77
15573,14138,407,2,952.26
15574,1453,248,2,1013.32
15575,6801,178,5,805.11
15576,19245,277,3,785.92
15577,14882,472,3,592.35
15578,2370,68,2,1202.53
15579,11440,422,2,102.1
15580,16199,215,5,1098.19
15581,16905,159,5,973.04
15582,4683,457,5,1592.96
15583,4762,345,3,1782.98
15584,2971,431,1,246.0
15585,8948,440,2,1545.87
15586,540,338,4,779.82
15587,3011,427,1,949.65
15588,2877,383,3,1169.06
15589,13727,114,2,1906.09
15590,19031,51,5,1396.79
15591,1352,324,4,518.29
15592,11405,359,4,124.65
15593,12503,330,3,1845.98
15594,9430,318,2,1776.5
15595,5663,75,5,611.62
15596,6424,97,1,1608.02
15597,16371,423,3,720.13
15598,5324,457,2,1592.96
15599,4882,282,5,236.87
15600,8008,46,1,1092.03
15601,10178,294,5,298.98
15602,17738,28,4,616.87
15603,18497,153,3,1022.71
15604,1215,209,2,574.86
15605,15107,71,1,1128.85
15606,6924,222,4,1689.33
15607,3852,378,3,1537.54
15608,19847,89,5,1664.5
15609,5324,93,3,1987.64
15610,19294,222,2,1689.33
15611,17101,83,3,301.74
15612,12367,308,4,477.84
15613,3120,214,5,1103.86
15614,19843,41,4,1195.06
15615,10424,189,3,916.25
15616,2940,125,2,1240.28
15617,1047,264,1,429.49
15618,12094,347,1,1123.58
15619,2269,333,2,153.86
15620,1012,20,1,1049.67
15621,1319,474,3,1513.57
15622,18084,323,5,1875.42
15623,19635,380,1,1581.45
15624,3529,439,3,1216.5
15625,8379,405,2,1624.75
15626,9806,388,2,384.28
15627,8226,295,3,1050.6
15628,2221,481,3,1879.64
15629,12686,64,2,1279.3
15630,11840,442,3,81.27
15631,12593,193,2,1726.31
15632,18435,9,4,462.17
15633,6397,417,5,1822.04
15634,15075,173,4,1677.2
15635,10277,347,4,1123.58
15636,3965,427,5,949.65
15637,2370,431,1,246.0
15638,5646,311,3,1624.18
15639,18903,3,3,349.86
15640,1379,37,2,1548.86
15641,15691,71,3,1128.85
15642,3679,315,4,908.8
15643,11573,16,2,1311.98
15644,16673,285,4,1765.88
15645,6490,125,5,1240.28
15646,2147,228,3,1288.58
15647,11453,156,5,297.89
15648,17580,359,3,124.65
15649,13546,93,4,1987.64
15650,11695,226,4,1997.7
15651,14779,342,4,1316.99
15652,18123,390,2,102.34
15653,5506,37,5,1548.86
15654,12658,232,2,1237.13
15655,6720,362,4,1426.0
15656,4863,195,3,1106.47
15657,14154,351,5,929.74
15658,6561,232,2,1237.13
15659,1784,32,3,626.19
15660,10310,34,4,259.88
15661,12097,183,5,425.23
15662,2098,168,1,470.38
15663,15362,485,5,1457.26
15664,4779,226,2,1997.7
15665,7169,354,3,911.29
15666,1749,96,1,1355.5
15667,10035,84,1,1231.21
15668,15873,69,1,502.22
15669,19477,268,5,1270.69
15670,17113,67,2,1000.62
15671,14503,71,2,1128.85
15672,8390,68,5,1202.53
15673,4657,101,3,1826.42
15674,8420,379,2,685.86
15675,1868,465,4,91.37
15676,3956,90,2,1623.29
15677,7815,16,2,1311.98
15678,11086,110,1,1277.41
15679,124,411,4,535.81
15680,4994,116,2,1551.8
15681,9332,437,5,1299.97
15682,8970,138,3,741.22
15683,9114,31,3,1691.0
15684,3328,102,4,1430.92
15685,9222,324,5,518.29
15686,17658,230,1,460.72
15687,11721,173,3,1677.2
15688,17321,7,1,1329.54
15689,11717,240,2,916.93
15690,10784,392,2,451.49
15691,18818,333,3,153.86
15692,10039,316,2,135.61
15693,1725,487,5,606.44
15694,18666,266,2,1917.66
15695,6526,101,2,1826.42
15696,2877,179,2,1104.94
15697,5490,266,2,1917.66
15698,7073,125,2,1240.28
15699,1597,44,5,410.92
15700,13612,365,1,1894.34
15701,12292,88,4,746.24
15702,9393,180,4,1309.54
15703,1780,301,5,873.02
15704,1394,235,5,1099.36
15705,14457,65,1,1704.8
15706,2096,115,5,1890.29
15707,9918,249,1,1336.68
15708,10064,28,2,616.87
15709,5492,250,3,1152.02
15710,6454,5,1,1275.3
15711,7506,263,2,925.28
15712,12090,453,3,479.19
15713,7420,196,2,406.2
15714,2609,178,4,805.11
15715,7723,234,1,1795.77
15716,7295,285,5,1765.88
15717,11104,231,4,80.96
15718,4211,336,4,1592.44
15719,128,394,2,1061.14
15720,7039,97,4,1608.02
15721,883,217,2,1924.17
15722,11299,296,5,1188.15
15723,19422,310,1,465.62
15724,12546,225,1,1411.94
15725,4477,113,1,856.15
15726,14990,394,3,1061.14
15727,1473,451,5,388.56
15728,3244,9,3,462.17
15729,8001,170,2,1747.33
15730,3396,223,2,364.76
15731,4200,487,5,606.44
15732,13368,183,2,425.23
15733,5166,54,1,1725.07
15734,18808,271,4,531.95
15735,10238,377,3,489.71
15736,15560,43,2,1935.1
15737,7484,143,1,1350.5
15738,17023,56,2,1692.07
15739,19651,51,4,1396.79
15740,17746,492,4,1532.63
15741,1666,194,2,551.5
15742,10656,435,2,472.51
15743,13667,408,1,611.43
15744,6760,340,5,1404.29
15745,3140,479,5,176.0
15746,8858,264,4,429.49
15747,17225,409,4,1415.62
15748,16366,430,4,382.65
15749,15227,38,1,1494.01
15750,990,446,5,1049.38
15751,1468,349,5,498.85
15752,7948,488,2,580.13
15753,5299,6,4,1333.11
15754,13038,93,3,1987.64
15755,15777,110,1,1277.41
15756,12650,310,3,465.62
15757,14087,479,2,176.0
15758,18148,165,5,623.26
15759,2748,462,4,1828.6
15760,2270,184,5,1174.87
15761,4941,404,1,174.74
15762,3009,9,1,462.17
15763,7716,411,4,535.81
15764,14156,240,3,916.93
15765,17580,21,5,1776.56
15766,5928,478,4,677.19
15767,7528,113,4,856.15
15768,14927,305,5,1153.89
15769,14757,399,5,1747.38
15770,6695,37,3,1548.86
15771,17058,447,5,1146.01
15772,6224,208,3,844.61
15773,15483,146,5,425.48
15774,11025,263,4,925.28
15775,17075,174,5,1535.8
15776,15438,359,2,124.65
15777,6066,188,4,1584.18
15778,9674,450,3,466.87
15779,7540,114,5,1906.09
15780,15332,358,2,241.9
15781,6218,129,1,1767.9
15782,8302,76,5,720.5
15783,7070,296,5,1188.15
15784,3571,41,5,1195.06
15785,13808,374,5,780.67
15786,13708,96,1,1355.5
15787,3161,442,2,81.27
15788,16033,187,5,400.5
15789,14041,145,5,255.19
15790,17685,232,2,1237.13
15791,1105,194,4,551.5
15792,19884,450,4,466.87
15793,5496,103,5,1478.48
15794,9223,79,5,1772.19
15795,2662,263,2,925.28
15796,13013,491,5,874.26
15797,11940,345,3,1782.98
15798,19037,488,1,580.13
15799,1988,39,1,1583.05
15800,7385,465,5,91.37
15801,456,52,2,220.89
15802,3124,491,5,874.26
15803,4423,459,3,682.49
15804,9499,207,2,843.8
15805,6529,31,2,1691.0
15806,18747,229,2,529.56
15807,18745,407,5,952.26
15808,11170,301,5,873.02
15809,5040,407,4,952.26
15810,9990,24,2,413.39
15811,7451,410,5,1245.4
15812,5213,398,1,808.54
15813,7640,78,5,1714.23
15814,6819,428,5,1331.19
15815,1383,211,5,644.0
15816,8562,418,1,286.4
15817,1864,385,3,1092.26
15818,2997,168,4,470.38
15819,6709,293,2,524.15
15820,11996,64,2,1279.3
15821,42,120,5,1809.9
15822,19761,157,5,1937.66
15823,4547,376,1,1630.28
15824,2207,98,2,1574.22
15825,1642,105,3,289.82
15826,4899,87,5,1998.56
15827,18800,295,3,1050.6
15828,3101,284,2,934.15
15829,9489,115,2,1890.29
15830,12118,475,4,718.32
15831,11117,8,5,1897.47
15832,9345,360,5,433.46
15833,9634,210,3,530.32
15834,11793,185,4,1067.42
15835,19438,303,1,716.03
15836,7015,462,2,1828.6
15837,13067,436,3,471.52
15838,9168,163,2,1069.42
15839,4082,327,3,331.64
15840,15664,158,2,280.21
15841,9852,240,5,916.93
15842,15721,190,4,674.84
15843,9641,326,2,1762.86
15844,5072,244,2,1961.23
15845,6463,79,5,1772.19
15846,19585,492,4,1532.63
15847,1795,143,2,1350.5
15848,5658,31,4,1691.0
15849,3866,407,1,952.26
15850,5037,62,4,442.61
15851,297,139,2,925.04
15852,15527,294,4,298.98
15853,11470,14,5,90.0
15854,9240,103,2,1478.48
15855,15143,480,2,1909.64
15856,8208,55,4,1314.82
15857,10079,302,1,1299.08
15858,14463,282,2,236.87
15859,15870,211,5,644.0
15860,17825,51,4,1396.79
15861,3660,337,4,376.5
15862,9409,75,1,611.62
15863,15916,130,2,1098.0
15864,15352,162,1,770.69
15865,15084,414,4,1776.81
15866,16083,261,3,1773.41
15867,4344,188,1,1584.18
15868,1449,359,5,124.65
15869,2908,222,3,1689.33
15870,16490,280,4,248.56
15871,18323,228,1,1288.58
15872,2203,293,4,524.15
15873,15630,134,4,95.67
15874,14879,175,2,1535.27
15875,2585,197,2,648.25
15876,15315,315,4,908.8
15877,1400,221,4,1692.76
15878,18674,316,5,135.61
15879,12113,180,1,1309.54
15880,11047,402,3,445.8
15881,1955,127,2,1267.5
15882,18055,318,2,1776.5
15883,14245,77,3,478.42
15884,14870,171,2,1167.47
15885,13316,484,4,1463.73
15886,13302,287,1,1058.57
15887,5334,286,5,712.25
15888,10049,210,1,530.32
15889,9435,416,3,1349.98
15890,10386,140,3,933.64
15891,2413,442,1,81.27
15892,15945,394,3,1061.14
15893,10424,400,5,1644.9
15894,12058,264,2,429.49
15895,18756,341,5,573.25
15896,4971,48,3,947.32
15897,14426,9,5,462.17
15898,11831,327,4,331.64
15899,10045,196,2,406.2
15900,19877,182,4,1308.06
15901,14395,95,2,1797.82
15902,112,260,3,1016.37
15903,10535,142,3,505.98
15904,7219,376,4,1630.28
15905,9824,495,3,1097.54
15906,19110,116,4,1551.8
15907,10018,391,4,1827.12
15908,18959,7,5,1329.54
15909,16553,457,4,1592.96
15910,14080,277,5,785.92
15911,6657,263,3,925.28
15912,19064,51,4,1396.79
15913,19035,249,1,1336.68
15914,11985,225,4,1411.94
15915,4727,457,5,1592.96
15916,19339,155,5,1656.43
15917,966,204,2,511.16
15918,7084,173,1,1677.2
15919,17212,216,2,930.9
15920,13259,402,3,445.8
15921,15346,413,4,236.29
15922,18347,482,5,388.67
15923,1743,295,2,1050.6
15924,14272,410,4,1245.4
15925,12523,214,1,1103.86
15926,14981,234,2,1795.77
15927,1991,323,1,1875.42
15928,5454,117,1,215.32
15929,7731,310,1,465.62
15930,5277,26,1,1369.06
15931,2982,408,3,611.43
15932,10365,17,1,632.17
15933,14179,70,3,87.09
15934,9736,435,3,472.51
15935,4,409,1,1415.62
15936,1040,117,4,215.32
15937,4191,450,2,466.87
15938,9937,235,2,1099.36
15939,9914,77,3,478.42
15940,7356,28,3,616.87
15941,13109,457,5,1592.96
15942,13672,484,1,1463.73
15943,10446,331,5,418.75
15944,2025,288,2,260.61
15945,6611,476,1,155.44
15946,952,205,4,800.84
15947,18623,309,2,1401.78
15948,16470,147,4,241.08
15949,6572,297,3,337.45
15950,11029,175,4,1535.27
15951,8298,423,2,720.13
15952,4751,201,1,855.0
15953,17446,59,4,373.91
15954,12157,308,4,477.84
15955,122,494,1,1529.77
15956,3017,487,5,606.44
15957,135,259,1,287.35
15958,9182,497,4,934.53
15959,19657,375,3,645.87
15960,19027,393,1,186.46
15961,11633,45,3,1749.65
15962,17050,145,5,255.19
15963,17131,260,2,1016.37
15964,12222,260,1,1016.37
15965,6061,393,1,186.46
15966,6115,488,4,580.13
15967,5366,168,5,470.38
15968,4009,330,1,1845.98
15969,9060,55,4,1314.82
15970,16856,290,3,1813.52
15971,1218,393,4,186.46
15972,11468,459,4,682.49
15973,6209,446,1,1049.38
15974,7523,89,5,1664.5
15975,11135,46,3,1092.03
15976,12282,71,5,1128.85
15977,15251,136,2,1974.56
15978,17052,201,4,855.0
15979,15572,240,1,916.93
15980,19775,447,1,1146.01
15981,5693,100,2,255.55
15982,12411,287,2,1058.57
15983,18096,401,4,1227.23
15984,17380,375,1,645.87
15985,17931,362,5,1426.0
15986,15072,13,4,518.16
15987,19093,159,4,973.04
15988,5153,465,1,91.37
15989,11241,463,2,1046.5
15990,19450,46,4,1092.03
15991,15195,181,1,1165.39
15992,17669,198,2,164.88
15993,4719,255,4,1248.19
15994,13047,303,5,716.03
15995,8256,408,2,611.43
15996,4067,56,2,1692.07
15997,9406,324,1,518.29
15998,17788,381,4,1955.62
15999,192,335,3,458.01
16000,8046,205,4,800.84
16001,17376,306,5,634.28
16002,10622,253,1,1767.96
16003,9308,60,1,1929.54
16004,16922,189,2,916.25
16005,10697,217,3,1924.17
16006,4117,117,1,215.32
16007,12911,448,3,453.88
16008,5794,353,1,582.39
16009,14286,125,3,1240.28
16010,13043,350,1,1048.91
16011,317,347,5,1123.58
16012,14642,164,5,644.6
16013,17075,202,1,782.25
16014,14596,275,4,1539.99
16015,7760,278,1,170.9
16016,5456,146,1,425.48
16017,10498,246,5,63.91
16018,5021,446,4,1049.38
16019,18062,72,3,1783.82
16020,16671,122,4,1777.28
16021,10948,45,4,1749.65
16022,1711,202,1,782.25
16023,9383,24,2,413.39
16024,10739,42,5,1266.43
16025,11487,231,2,80.96
16026,1235,1,5,100.63
16027,15523,150,4,920.02
16028,11912,68,3,1202.53
16029,17050,119,3,169.86
16030,17734,99,1,1656.04
16031,2655,455,3,851.64
16032,12148,9,4,462.17
16033,10150,162,2,770.69
16034,6981,154,5,1393.58
16035,10741,209,5,574.86
16036,4989,484,3,1463.73
16037,421,53,2,422.06
16038,16942,493,3,1535.76
16039,19661,427,5,949.65
16040,14194,466,3,510.97
16041,13771,271,3,531.95
16042,17070,452,1,73.36
16043,16634,377,3,489.71
16044,4492,477,2,1235.72
16045,17824,473,2,1593.97
16046,9873,264,4,429.49
16047,9602,326,2,1762.86
16048,4660,115,4,1890.29
16049,5414,483,5,510.8
16050,16618,330,2,1845.98
16051,10268,306,5,634.28
16052,10846,331,3,418.75
16053,2753,50,3,1635.61
16054,1049,193,5,1726.31
16055,8938,386,1,261.84
16056,453,390,1,102.34
16057,12794,243,5,1626.41
16058,9330,240,1,916.93
16059,18776,313,1,69.29
16060,4943,18,1,1812.28
16061,2193,387,1,1296.06
16062,14266,352,2,766.65
16063,17111,96,1,1355.5
16064,11410,191,4,1008.37
16065,9201,60,5,1929.54
16066,19130,336,1,1592.44
16067,7587,298,4,718.66
16068,316,379,5,685.86
16069,15681,382,1,1278.19
16070,9799,314,2,1131.65
16071,5689,49,1,1465.53
16072,10770,212,1,213.62
16073,5280,52,5,220.89
16074,18447,297,4,337.45
16075,11430,469,2,345.76
16076,11901,445,3,1461.82
16077,15873,344,1,822.0
16078,14435,274,5,1562.71
16079,6907,187,5,400.5
16080,19406,410,3,1245.4
16081,8919,233,2,1361.78
16082,12207,51,2,1396.79
16083,3966,440,2,1545.87
16084,666,282,4,236.87
16085,11854,359,3,124.65
16086,178,299,5,1059.48
16087,450,246,1,63.91
16088,3418,316,3,135.61
16089,6929,2,3,778.44
16090,17781,156,4,297.89
16091,2753,206,2,168.23
16092,9092,133,1,658.89
16093,10436,55,2,1314.82
16094,12727,410,1,1245.4
16095,5067,370,3,1527.36
16096,1087,104,4,1311.83
16097,855,64,2,1279.3
16098,15393,332,5,1589.7
16099,5941,235,1,1099.36
16100,19596,478,1,677.19
16101,16086,219,1,167.34
16102,5390,470,3,514.22
16103,304,68,4,1202.53
16104,7740,494,3,1529.77
16105,13848,282,5,236.87
16106,15059,303,3,716.03
16107,11173,82,5,454.06
16108,19217,49,1,1465.53
16109,1864,420,4,849.69
16110,4466,407,5,952.26
16111,2196,217,5,1924.17
16112,14094,247,1,1746.34
16113,17422,100,2,255.55
16114,7549,278,4,170.9
16115,18141,487,2,606.44
16116,11603,4,5,1669.86
16117,6335,348,3,625.34
16118,1077,397,1,1096.08
16119,2783,435,4,472.51
16120,1533,159,4,973.04
16121,13143,147,1,241.08
16122,399,128,5,1410.07
16123,3042,193,1,1726.31
16124,12316,14,2,90.0
16125,4637,210,1,530.32
16126,6136,130,3,1098.0
16127,6378,115,4,1890.29
16128,10102,432,5,1092.57
16129,11342,215,5,1098.19
16130,16880,410,5,1245.4
16131,14148,479,5,176.0
16132,5410,247,2,1746.34
16133,8332,248,1,1013.32
16134,14531,72,3,1783.82
16135,14191,94,3,1551.69
16136,19720,299,4,1059.48
16137,19158,265,5,1624.96
16138,13989,270,4,1604.58
16139,4304,438,1,1396.18
16140,11040,430,3,382.65
16141,1024,194,4,551.5
16142,4589,262,2,591.97
16143,7564,199,1,102.98
16144,17123,121,3,1946.69
16145,5619,98,2,1574.22
16146,19444,42,5,1266.43
16147,19803,420,5,849.69
16148,13699,71,4,1128.85
16149,15725,400,1,1644.9
16150,4519,285,4,1765.88
16151,8345,498,5,1231.75
16152,19181,392,2,451.49
16153,17660,363,2,1829.15
16154,7954,395,1,1726.43
16155,6257,41,5,1195.06
16156,15034,449,5,1880.9
16157,3108,71,2,1128.85
16158,2036,223,3,364.76
16159,11391,442,2,81.27
16160,6474,181,1,1165.39
16161,14699,454,3,769.51
16162,19124,194,3,551.5
16163,12768,278,3,170.9
16164,14084,252,1,556.27
16165,19762,146,4,425.48
16166,3398,156,2,297.89
16167,19990,191,1,1008.37
16168,13674,60,4,1929.54
16169,5524,137,1,1691.09
16170,10355,126,5,920.07
16171,8251,235,4,1099.36
16172,4771,327,2,331.64
16173,2064,116,2,1551.8
16174,6608,193,1,1726.31
16175,9293,488,2,580.13
16176,9494,330,3,1845.98
16177,14079,464,3,1195.56
16178,17448,378,4,1537.54
16179,16208,40,1,212.42
16180,11154,97,5,1608.02
16181,12211,367,4,1737.66
16182,7377,359,1,124.65
16183,6695,107,3,1677.89
16184,2117,195,1,1106.47
16185,9941,439,4,1216.5
16186,5476,299,1,1059.48
16187,15788,18,5,1812.28
16188,11173,436,1,471.52
16189,2504,391,3,1827.12
16190,4570,245,3,597.47
16191,11927,329,2,670.01
16192,13254,121,3,1946.69
16193,8551,28,3,616.87
16194,16318,409,1,1415.62
16195,2689,372,2,886.15
16196,13464,128,2,1410.07
16197,8465,308,2,477.84
16198,17691,322,3,788.9
16199,10816,237,1,738.34
16200,12183,299,4,1059.48
16201,13478,354,5,911.29
16202,19716,41,3,1195.06
16203,19228,282,2,236.87
16204,11194,30,3,339.78
16205,13329,41,4,1195.06
16206,3475,245,1,597.47
16207,7066,94,4,1551.69
16208,3704,468,3,780.32
16209,16109,56,1,1692.07
16210,17840,164,4,644.6
16211,7887,494,1,1529.77
16212,13741,289,1,1440.93
16213,13362,346,4,1874.22
16214,2765,100,1,255.55
16215,5926,59,2,373.91
16216,19037,285,5,1765.88
16217,15001,484,3,1463.73
16218,13696,327,4,331.64
16219,16985,122,3,1777.28
16220,3350,380,4,1581.45
16221,2607,69,2,502.22
16222,9268,417,4,1822.04
16223,3797,40,5,212.42
16224,4466,202,2,782.25
16225,6741,305,2,1153.89
16226,1241,298,1,718.66
16227,14184,463,3,1046.5
16228,17055,332,2,1589.7
16229,4975,288,2,260.61
16230,143,4,5,1669.86
16231,8832,198,2,164.88
16232,9920,468,5,780.32
16233,2675,284,4,934.15
16234,19100,184,3,1174.87
16235,19062,333,4,153.86
16236,2860,458,4,541.28
16237,18084,351,5,929.74
16238,2648,137,5,1691.09
16239,1384,355,5,750.23
16240,18145,307,5,254.45
16241,4146,33,2,199.24
16242,890,104,1,1311.83
16243,18172,361,2,640.3
16244,15060,112,4,1585.07
16245,6561,336,4,1592.44
16246,11084,212,4,213.62
16247,12255,207,5,843.8
